Gas_Consumption,Date,Time
0.17745316958101,2007-01-02,08:00:00
0.5598252694428493,2007-01-02,08:10:00
0.3090728586788009,2007-01-02,08:20:00
0.4297453834249914,2007-01-02,08:30:00
0.1486231197991162,2007-01-02,08:40:00
0.5184420205341268,2007-01-02,08:50:00
0.1772065305541391,2007-01-02,09:00:00
0.2041888747092461,2007-01-02,09:10:00
0.3145681920476564,2007-01-02,09:20:00
0.4093556024050917,2007-01-02,09:30:00
0.4964152901182094,2007-01-02,09:40:00
0.3163240999245471,2007-01-02,09:50:00
0.4065698125786708,2007-01-02,10:00:00
0.3624333557568973,2007-01-02,10:10:00
0.4092270311376829,2007-01-02,10:20:00
0.5707519774635128,2007-01-02,10:30:00
0.2552040830459947,2007-01-02,10:40:00
0.3180833226861597,2007-01-02,10:50:00
0.5152948080011331,2007-01-02,11:00:00
0.5109988873600482,2007-01-02,11:10:00
0.4314534264805668,2007-01-02,11:20:00
0.4980212091892817,2007-01-02,11:30:00
0.1567319666585493,2007-01-02,11:40:00
0.487352669320899,2007-01-02,11:50:00
0.2501516317316893,2007-01-02,12:00:00
0.5362745491581049,2007-01-02,12:10:00
0.2726198783288662,2007-01-02,12:20:00
0.3720788530014313,2007-01-02,12:30:00
0.2905222364754383,2007-01-02,12:40:00
0.2653034970926025,2007-01-02,12:50:00
0.1653839460016318,2007-01-02,13:00:00
0.6083473590489497,2007-01-02,13:10:00
0.550055628425228,2007-01-02,13:20:00
0.195764087151703,2007-01-02,13:30:00
0.3716620172480044,2007-01-02,13:40:00
0.4109127117360813,2007-01-02,13:50:00
0.3113949046526508,2007-01-02,14:00:00
0.248450946067423,2007-01-02,14:10:00
0.4209123148195876,2007-01-02,14:20:00
0.4669450555490532,2007-01-02,14:30:00
0.383795504564756,2007-01-02,14:40:00
0.4005447132000675,2007-01-02,14:50:00
0.1413250386333662,2007-01-02,15:00:00
1.0723550103944273,2007-01-02,15:10:00
0.7371092294900828,2007-01-02,15:20:00
0.7790974071504927,2007-01-02,15:30:00
1.3803576388617134,2007-01-02,15:40:00
2.027436271338055,2007-01-02,15:50:00
0.2600453321767607,2007-01-02,16:00:00
0.7187741342693936,2007-01-02,16:10:00
1.237421140918184,2007-01-02,16:20:00
1.5068549949842474,2007-01-02,16:30:00
1.4290788000430348,2007-01-02,16:40:00
1.860836192870637,2007-01-02,16:50:00
2.0966040680702283,2007-01-02,17:00:00
2.558924184222552,2007-01-02,17:10:00
1.062588909937069,2007-01-02,17:20:00
1.5311640959518733,2007-01-02,17:30:00
0.6935334684035727,2007-01-02,17:40:00
1.6054709544644623,2007-01-02,17:50:00
2.504115868205436,2007-01-02,18:00:00
3.2606007125998704,2007-01-02,18:10:00
0.667821687693582,2007-01-02,18:20:00
0.9091993306416568,2007-01-02,18:30:00
1.295990614808962,2007-01-02,18:40:00
0.8930544720895544,2007-01-02,18:50:00
1.054671208291026,2007-01-02,19:00:00
1.3928480506210892,2007-01-02,19:10:00
1.455245859606649,2007-01-02,19:20:00
1.2701869999128363,2007-01-02,19:30:00
1.3137117284511783,2007-01-02,19:40:00
1.5561815081383426,2007-01-02,19:50:00
1.307459584330764,2007-01-02,20:00:00
2.84794577742067,2007-01-02,20:10:00
1.9333707572486163,2007-01-02,20:20:00
2.37986462355323,2007-01-02,20:30:00
1.2178504135417585,2007-01-02,20:40:00
1.587539070509439,2007-01-02,20:50:00
1.6531635185200506,2007-01-02,21:00:00
1.877881956773616,2007-01-02,21:10:00
1.4382757545885607,2007-01-02,21:20:00
1.293051633150198,2007-01-02,21:30:00
0.4195640045919078,2007-01-02,21:40:00
0.2296096404535627,2007-01-02,21:50:00
0.4057119947764103,2007-01-02,22:00:00
0.5701142636571801,2007-01-02,22:10:00
0.3085354497447719,2007-01-02,22:20:00
0.4901580523151321,2007-01-02,22:30:00
0.2898912949583462,2007-01-02,22:40:00
0.2237133490699428,2007-01-02,22:50:00
0.5555634768584583,2007-01-02,23:00:00
0.4549267974550458,2007-01-02,23:10:00
0.6014387677235918,2007-01-02,23:20:00
0.4848936021082296,2007-01-02,23:30:00
1.344190501584511,2007-01-02,23:40:00
1.3554418511032582,2007-01-02,23:50:00
1.4542976361366833,2007-01-03,00:00:00
0.435353893587139,2007-01-03,00:10:00
0.3388114006537708,2007-01-03,00:20:00
1.403555786305413,2007-01-03,00:30:00
1.0967374892224535,2007-01-03,00:40:00
1.1852555200923005,2007-01-03,00:50:00
1.0480452973605274,2007-01-03,01:00:00
1.2076547049508808,2007-01-03,01:10:00
1.1271422217630411,2007-01-03,01:20:00
0.3198351881364644,2007-01-03,01:30:00
0.3806574918576111,2007-01-03,01:40:00
0.1749886092560482,2007-01-03,01:50:00
0.6681896733435742,2007-01-03,02:00:00
0.1233280165198346,2007-01-03,02:10:00
0.1072793683672688,2007-01-03,02:20:00
0.1312317932383782,2007-01-03,02:30:00
0.306393796685765,2007-01-03,02:40:00
0.098875869583804,2007-01-03,02:50:00
0.3912995437217373,2007-01-03,03:00:00
0.1233800781051415,2007-01-03,03:10:00
0.157827766433207,2007-01-03,03:20:00
0.1167660056957551,2007-01-03,03:30:00
0.135661257086615,2007-01-03,03:40:00
0.3282262241380356,2007-01-03,03:50:00
0.3675855044048076,2007-01-03,04:00:00
0.216597593818063,2007-01-03,04:10:00
0.1670992741302278,2007-01-03,04:20:00
0.1391875493116979,2007-01-03,04:30:00
0.2039335277359707,2007-01-03,04:40:00
0.2850921936893987,2007-01-03,04:50:00
0.1829156821225889,2007-01-03,05:00:00
0.2894613566854255,2007-01-03,05:10:00
0.1724848434389798,2007-01-03,05:20:00
0.7930154084795313,2007-01-03,05:30:00
1.0143431622608203,2007-01-03,05:40:00
0.5344783152154764,2007-01-03,05:50:00
0.2628552075300301,2007-01-03,06:00:00
0.2148542983664535,2007-01-03,06:10:00
0.4230746844279109,2007-01-03,06:20:00
0.1250836828689678,2007-01-03,06:30:00
0.2898971751372793,2007-01-03,06:40:00
0.1534831697443017,2007-01-03,06:50:00
0.3458518464732936,2007-01-03,07:00:00
0.3455846985877073,2007-01-03,07:10:00
0.2833998914649324,2007-01-03,07:20:00
0.1781447891436866,2007-01-03,07:30:00
0.2596668575334889,2007-01-03,07:40:00
0.2116356235055579,2007-01-03,07:50:00
0.1118235394122538,2007-01-03,08:00:00
0.1677044015136249,2007-01-03,08:10:00
0.1365489306102812,2007-01-03,08:20:00
0.395402613609587,2007-01-03,08:30:00
0.1260387205006861,2007-01-03,08:40:00
0.2739958818654283,2007-01-03,08:50:00
0.2798768601920827,2007-01-03,09:00:00
0.2729265128281537,2007-01-03,09:10:00
0.2741659929250389,2007-01-03,09:20:00
0.3090859008981762,2007-01-03,09:30:00
0.6667969042684915,2007-01-03,09:40:00
0.472483651656373,2007-01-03,09:50:00
1.0223733436180882,2007-01-03,10:00:00
0.7650308427623044,2007-01-03,10:10:00
0.9966230527843156,2007-01-03,10:20:00
0.2944120081597625,2007-01-03,10:30:00
0.4853725158818201,2007-01-03,10:40:00
0.3559584853249365,2007-01-03,10:50:00
0.5041236230721327,2007-01-03,11:00:00
0.3243263164207774,2007-01-03,11:10:00
0.3880427120817323,2007-01-03,11:20:00
0.1483301687369646,2007-01-03,11:30:00
1.1068305273641603,2007-01-03,11:40:00
1.606791075670945,2007-01-03,11:50:00
1.3163201507193745,2007-01-03,12:00:00
0.892336313890814,2007-01-03,12:10:00
0.8499270962379608,2007-01-03,12:20:00
0.9402547959725104,2007-01-03,12:30:00
0.6485842632989289,2007-01-03,12:40:00
1.171828529647728,2007-01-03,12:50:00
0.8449347250633191,2007-01-03,13:00:00
1.4278183535813531,2007-01-03,13:10:00
1.41249224743493,2007-01-03,13:20:00
1.228321831749537,2007-01-03,13:30:00
0.886428184543005,2007-01-03,13:40:00
0.698204390066762,2007-01-03,13:50:00
1.4259103757485465,2007-01-03,14:00:00
1.0918969198561272,2007-01-03,14:10:00
0.6871122470039626,2007-01-03,14:20:00
0.6526016146513997,2007-01-03,14:30:00
0.6580299533990931,2007-01-03,14:40:00
0.3797891291023134,2007-01-03,14:50:00
0.133607355227354,2007-01-03,15:00:00
0.2012342896648962,2007-01-03,15:10:00
0.2585393713045247,2007-01-03,15:20:00
0.2908640324941312,2007-01-03,15:30:00
0.2788964890455231,2007-01-03,15:40:00
0.2832148345812721,2007-01-03,15:50:00
0.3247454937354919,2007-01-03,16:00:00
0.1500105610660779,2007-01-03,16:10:00
0.2324918045485768,2007-01-03,16:20:00
0.2249227328593392,2007-01-03,16:30:00
0.2085169536289464,2007-01-03,16:40:00
0.3615706180498353,2007-01-03,16:50:00
0.1131763850802499,2007-01-03,17:00:00
0.2134153445144435,2007-01-03,17:10:00
0.1142390683898711,2007-01-03,17:20:00
0.3726301445635422,2007-01-03,17:30:00
0.1464532821686117,2007-01-03,17:40:00
0.2290930371705671,2007-01-03,17:50:00
0.0850836016758431,2007-01-03,18:00:00
0.2534881287520923,2007-01-03,18:10:00
0.2429780782096198,2007-01-03,18:20:00
0.1744474787856272,2007-01-03,18:30:00
0.8380006307619376,2007-01-03,18:40:00
0.3939365989466752,2007-01-03,18:50:00
0.2884243470373168,2007-01-03,19:00:00
0.1496029404457046,2007-01-03,19:10:00
0.1864884061291234,2007-01-03,19:20:00
0.3199686896761858,2007-01-03,19:30:00
0.2480238386630032,2007-01-03,19:40:00
0.22840656992044,2007-01-03,19:50:00
0.1725818099490658,2007-01-03,20:00:00
0.1822133364286387,2007-01-03,20:10:00
0.1704189799642461,2007-01-03,20:20:00
0.0775267415574963,2007-01-03,20:30:00
0.1449989337767125,2007-01-03,20:40:00
0.3857142470665443,2007-01-03,20:50:00
0.4383704611960625,2007-01-03,21:00:00
0.7850554426786928,2007-01-03,21:10:00
4.182649991474624,2007-01-03,21:20:00
0.5957127111926344,2007-01-03,21:30:00
0.924980878523888,2007-01-03,21:40:00
0.6646230151095821,2007-01-03,21:50:00
0.6784357176342026,2007-01-03,22:00:00
0.2967129362302656,2007-01-03,22:10:00
0.4073574676215203,2007-01-03,22:20:00
0.303622283065515,2007-01-03,22:30:00
0.6800507110289258,2007-01-03,22:40:00
0.4879955676685272,2007-01-03,22:50:00
1.947431394953552,2007-01-03,23:00:00
1.1411103397211082,2007-01-03,23:10:00
5.375808753971428,2007-01-03,23:20:00
0.7642600239234715,2007-01-03,23:30:00
0.4833979915466628,2007-01-03,23:40:00
0.497566886212945,2007-01-03,23:50:00
0.567492852494939,2007-01-04,00:00:00
0.8974231585071909,2007-01-04,00:10:00
5.811143790088505,2007-01-04,00:20:00
1.9982422673584632,2007-01-04,00:30:00
2.9782047656392057,2007-01-04,00:40:00
3.1078721987135447,2007-01-04,00:50:00
0.994644174658307,2007-01-04,01:00:00
2.7485733216287067,2007-01-04,01:10:00
5.342207840885563,2007-01-04,01:20:00
0.8847274605111929,2007-01-04,01:30:00
1.2929341210693754,2007-01-04,01:40:00
1.5624950746022783,2007-01-04,01:50:00
2.3510627536276654,2007-01-04,02:00:00
2.0573819620264486,2007-01-04,02:10:00
2.037915866106707,2007-01-04,02:20:00
2.3542576996069,2007-01-04,02:30:00
0.9431525130234965,2007-01-04,02:40:00
2.5071337647915355,2007-01-04,02:50:00
2.189905423250908,2007-01-04,03:00:00
1.9686973415295133,2007-01-04,03:10:00
2.602200898284431,2007-01-04,03:20:00
2.2084745557081424,2007-01-04,03:30:00
1.1132972822426377,2007-01-04,03:40:00
1.6441293980656315,2007-01-04,03:50:00
1.773729098136825,2007-01-04,04:00:00
0.8322761564993688,2007-01-04,04:10:00
2.772743638761528,2007-01-04,04:20:00
1.018512860057117,2007-01-04,04:30:00
2.224660906928721,2007-01-04,04:40:00
1.7620776985475393,2007-01-04,04:50:00
0.7314282723644994,2007-01-04,05:00:00
2.6563118205400134,2007-01-04,05:10:00
2.549300975769525,2007-01-04,05:20:00
1.8014562033547967,2007-01-04,05:30:00
1.1973098105753348,2007-01-04,05:40:00
0.9507675169432608,2007-01-04,05:50:00
1.4836079457027704,2007-01-04,06:00:00
1.218736541765407,2007-01-04,06:10:00
1.794796420070058,2007-01-04,06:20:00
2.6483555817810984,2007-01-04,06:30:00
1.930836135907572,2007-01-04,06:40:00
2.637847328921407,2007-01-04,06:50:00
2.180817328123143,2007-01-04,07:00:00
1.672304866287648,2007-01-04,07:10:00
2.514633288794,2007-01-04,07:20:00
1.644005049083434,2007-01-04,07:30:00
2.4426261681111554,2007-01-04,07:40:00
1.3070619712446705,2007-01-04,07:50:00
0.971616606279306,2007-01-04,08:00:00
2.520408790235174,2007-01-04,08:10:00
1.856228970206016,2007-01-04,08:20:00
2.561226392811221,2007-01-04,08:30:00
2.7205377884050983,2007-01-04,08:40:00
0.9326551464732667,2007-01-04,08:50:00
1.938752463659638,2007-01-04,09:00:00
2.3739311826781924,2007-01-04,09:10:00
2.8349870783804376,2007-01-04,09:20:00
2.093375007923036,2007-01-04,09:30:00
1.1503699466927724,2007-01-04,09:40:00
1.8778218716736428,2007-01-04,09:50:00
1.9657455931326024,2007-01-04,10:00:00
0.7897734402598532,2007-01-04,10:10:00
1.8732456306560383,2007-01-04,10:20:00
1.603065421189113,2007-01-04,10:30:00
2.214491523945586,2007-01-04,10:40:00
1.185717861292107,2007-01-04,10:50:00
0.7287056924217801,2007-01-04,11:00:00
1.4270468408019432,2007-01-04,11:10:00
1.7145089616774598,2007-01-04,11:20:00
2.331076855531313,2007-01-04,11:30:00
0.7004360394066401,2007-01-04,11:40:00
1.89174889026738,2007-01-04,11:50:00
1.5652717127725675,2007-01-04,12:00:00
3.627557807980656,2007-01-04,12:10:00
2.0578295264750164,2007-01-04,12:20:00
3.350366102922337,2007-01-04,12:30:00
3.194362217489985,2007-01-04,12:40:00
1.7888444444820777,2007-01-04,12:50:00
3.153904279116833,2007-01-04,13:00:00
0.9466033609041128,2007-01-04,13:10:00
1.1769372921199357,2007-01-04,13:20:00
4.681060227237865,2007-01-04,13:30:00
1.5030838752615483,2007-01-04,13:40:00
4.264212129062255,2007-01-04,13:50:00
2.4145428160105014,2007-01-04,14:00:00
0.7044054428002584,2007-01-04,14:10:00
0.9974884426013916,2007-01-04,14:20:00
1.3106843761179834,2007-01-04,14:30:00
1.10989046115467,2007-01-04,14:40:00
1.6244541357685078,2007-01-04,14:50:00
0.5375010015146797,2007-01-04,15:00:00
0.2291076582888783,2007-01-04,15:10:00
0.5311014498079191,2007-01-04,15:20:00
0.1197531907219363,2007-01-04,15:30:00
1.8616910050538693,2007-01-04,15:40:00
0.5694672465096607,2007-01-04,15:50:00
1.5008405569788077,2007-01-04,16:00:00
0.9558056282854066,2007-01-04,16:10:00
3.524792946010249,2007-01-04,16:20:00
1.6777522812549823,2007-01-04,16:30:00
1.4576231980864949,2007-01-04,16:40:00
1.4454629776993877,2007-01-04,16:50:00
1.9665942503262597,2007-01-04,17:00:00
1.4331536493101746,2007-01-04,17:10:00
1.5808218780937504,2007-01-04,17:20:00
1.7776104938606254,2007-01-04,17:30:00
2.3189616944962173,2007-01-04,17:40:00
2.467006053868157,2007-01-04,17:50:00
2.216364835699786,2007-01-04,18:00:00
1.6134728023176963,2007-01-04,18:10:00
2.2432084024412173,2007-01-04,18:20:00
1.81728561541814,2007-01-04,18:30:00
2.782406993155293,2007-01-04,18:40:00
1.2350529921671118,2007-01-04,18:50:00
0.7329675098074191,2007-01-04,19:00:00
2.2650962915792405,2007-01-04,19:10:00
1.2074687770484704,2007-01-04,19:20:00
2.67788401035491,2007-01-04,19:30:00
5.706967543241996,2007-01-04,19:40:00
1.1588315530691098,2007-01-04,19:50:00
0.7954566253940658,2007-01-04,20:00:00
1.3496345237698193,2007-01-04,20:10:00
1.5133679073424755,2007-01-04,20:20:00
0.7160220948840939,2007-01-04,20:30:00
1.077434457333554,2007-01-04,20:40:00
1.0877225933127337,2007-01-04,20:50:00
0.9382692508575394,2007-01-04,21:00:00
0.0974959704499013,2007-01-04,21:10:00
0.399805453799153,2007-01-04,21:20:00
0.1677146217424753,2007-01-04,21:30:00
0.4099002839553825,2007-01-04,21:40:00
0.2211131622999184,2007-01-04,21:50:00
0.3293866187441727,2007-01-04,22:00:00
0.4234050043735596,2007-01-04,22:10:00
0.4028955021096563,2007-01-04,22:20:00
0.2080725786119028,2007-01-04,22:30:00
0.2566880018112067,2007-01-04,22:40:00
0.5028062608576905,2007-01-04,22:50:00
0.3172952042912823,2007-01-04,23:00:00
0.1484710673797745,2007-01-04,23:10:00
0.3587024642035101,2007-01-04,23:20:00
0.2037531480720329,2007-01-04,23:30:00
0.1312299392570758,2007-01-04,23:40:00
0.3430756305491509,2007-01-04,23:50:00
1.0080182379879576,2007-01-05,00:00:00
0.9617751136895648,2007-01-05,00:10:00
0.6402510381446193,2007-01-05,00:20:00
1.2606932048511337,2007-01-05,00:30:00
1.3576308218079525,2007-01-05,00:40:00
3.854715016742719,2007-01-05,00:50:00
0.8519107560325844,2007-01-05,01:00:00
2.7109844557693528,2007-01-05,01:10:00
1.3477245237126363,2007-01-05,01:20:00
2.88409294686179,2007-01-05,01:30:00
1.0386907901977585,2007-01-05,01:40:00
2.2672133304049984,2007-01-05,01:50:00
1.1895432434966369,2007-01-05,02:00:00
0.8968656642783022,2007-01-05,02:10:00
2.527210541211817,2007-01-05,02:20:00
2.6993563513118555,2007-01-05,02:30:00
1.6129348749936872,2007-01-05,02:40:00
2.2539544853964766,2007-01-05,02:50:00
1.8719754168746672,2007-01-05,03:00:00
2.6093622676367776,2007-01-05,03:10:00
1.4635443339460668,2007-01-05,03:20:00
1.8788993697577747,2007-01-05,03:30:00
1.716825862415942,2007-01-05,03:40:00
1.5017550115364875,2007-01-05,03:50:00
6.713065208833475,2007-01-05,04:00:00
1.0450488474885518,2007-01-05,04:10:00
1.0194725414839978,2007-01-05,04:20:00
2.033300520003962,2007-01-05,04:30:00
2.177640818660905,2007-01-05,04:40:00
1.1261228694742975,2007-01-05,04:50:00
1.5470068871212297,2007-01-05,05:00:00
2.8267809036028533,2007-01-05,05:10:00
1.269396214785347,2007-01-05,05:20:00
2.156446919518326,2007-01-05,05:30:00
2.3554357996512536,2007-01-05,05:40:00
1.7512564155014223,2007-01-05,05:50:00
2.804532347581047,2007-01-05,06:00:00
2.2437691737538032,2007-01-05,06:10:00
1.721935470693286,2007-01-05,06:20:00
1.9806352997371053,2007-01-05,06:30:00
2.2289719671853736,2007-01-05,06:40:00
1.9141677311637089,2007-01-05,06:50:00
2.5896252576027936,2007-01-05,07:00:00
1.49709150848619,2007-01-05,07:10:00
1.3495164892069311,2007-01-05,07:20:00
1.117872851238825,2007-01-05,07:30:00
0.7728868092913258,2007-01-05,07:40:00
0.8081681871097308,2007-01-05,07:50:00
2.620980210592017,2007-01-05,08:00:00
2.086989382406105,2007-01-05,08:10:00
2.0555131416057404,2007-01-05,08:20:00
2.011794990343615,2007-01-05,08:30:00
2.5032270854884806,2007-01-05,08:40:00
1.6431470830743014,2007-01-05,08:50:00
2.480916717658657,2007-01-05,09:00:00
1.47520223875246,2007-01-05,09:10:00
2.633233342567832,2007-01-05,09:20:00
2.0804924718437805,2007-01-05,09:30:00
1.2255454281050964,2007-01-05,09:40:00
1.889962845076244,2007-01-05,09:50:00
2.6136465978977688,2007-01-05,10:00:00
1.3817469250776853,2007-01-05,10:10:00
2.809232444832665,2007-01-05,10:20:00
2.1069051055790866,2007-01-05,10:30:00
0.7955850361748479,2007-01-05,10:40:00
2.6444879221171016,2007-01-05,10:50:00
