Water_Consumption,Date,Time
0.2220099145048505,2007-01-02,10:10:00
0.2838945682327671,2007-01-02,10:20:00
0.6259639517801341,2007-01-02,10:30:00
0.2272777127307984,2007-01-02,10:40:00
0.3396553384285943,2007-01-02,10:50:00
0.4845150106873628,2007-01-02,11:00:00
0.5482717909386389,2007-01-02,11:10:00
0.4216178209779518,2007-01-02,11:20:00
0.3244726506383308,2007-01-02,11:30:00
0.4582037456693685,2007-01-02,11:40:00
0.3450325729485025,2007-01-02,11:50:00
0.3086994871115661,2007-01-02,12:00:00
0.5609211323031109,2007-01-02,12:10:00
0.4322619700417527,2007-01-02,12:20:00
0.628738109290287,2007-01-02,12:30:00
0.4329472217203284,2007-01-02,12:40:00
0.4807388715009622,2007-01-02,12:50:00
0.2671536455226416,2007-01-02,13:00:00
0.4772436916826885,2007-01-02,13:10:00
0.4116788738127683,2007-01-02,13:20:00
0.3422352359543784,2007-01-02,13:30:00
0.5479599263679098,2007-01-02,13:40:00
0.4251145169413779,2007-01-02,13:50:00
0.6486936947125348,2007-01-02,14:00:00
0.5316351542187135,2007-01-02,14:10:00
0.5075660309883262,2007-01-02,14:20:00
0.5033238207388064,2007-01-02,14:30:00
0.5212214801591577,2007-01-02,14:40:00
0.4684683514825037,2007-01-02,14:50:00
0.2572399054852765,2007-01-02,15:00:00
1.8043393221259816,2007-01-02,15:10:00
1.2133202512330898,2007-01-02,15:20:00
0.8378569143574632,2007-01-02,15:30:00
1.766318280288853,2007-01-02,15:40:00
1.2255703297267586,2007-01-02,15:50:00
0.5646597650663424,2007-01-02,16:00:00
2.145998579655819,2007-01-02,16:10:00
1.980810146308628,2007-01-02,16:20:00
1.2095205933550677,2007-01-02,16:30:00
0.7566903130643774,2007-01-02,16:40:00
2.4567079276508874,2007-01-02,16:50:00
2.485677149193768,2007-01-02,17:00:00
3.842635625894414,2007-01-02,17:10:00
3.6502682228605967,2007-01-02,17:20:00
3.3771116008465305,2007-01-02,17:30:00
0.8468825189461784,2007-01-02,17:40:00
1.8693264028072665,2007-01-02,17:50:00
2.9779052240231527,2007-01-02,18:00:00
2.450766015468833,2007-01-02,18:10:00
1.0618154962441428,2007-01-02,18:20:00
2.109375319866867,2007-01-02,18:30:00
2.992946549351068,2007-01-02,18:40:00
1.901687376713207,2007-01-02,18:50:00
1.3225956062304551,2007-01-02,19:00:00
0.7476649702010022,2007-01-02,19:10:00
1.3915290189205638,2007-01-02,19:20:00
2.1307770056490964,2007-01-02,19:30:00
0.7975446829847089,2007-01-02,19:40:00
2.0509159198605658,2007-01-02,19:50:00
3.694114578910777,2007-01-02,20:00:00
4.575954662277506,2007-01-02,20:10:00
2.894384061726558,2007-01-02,20:20:00
2.955705878440315,2007-01-02,20:30:00
2.1023153558835213,2007-01-02,20:40:00
1.995089896480936,2007-01-02,20:50:00
3.4488572835304048,2007-01-02,21:00:00
2.1145230190121977,2007-01-02,21:10:00
2.8107006870006934,2007-01-02,21:20:00
1.8654775293745425,2007-01-02,21:30:00
0.4348772315102032,2007-01-02,21:40:00
0.426645941536747,2007-01-02,21:50:00
0.646550999125454,2007-01-02,22:00:00
0.5933813882813268,2007-01-02,22:10:00
0.5096339559572662,2007-01-02,22:20:00
0.552007677179779,2007-01-02,22:30:00
0.8173231409887288,2007-01-02,22:40:00
0.5111770456794368,2007-01-02,22:50:00
0.4412938081305317,2007-01-02,23:00:00
0.2542242702518919,2007-01-02,23:10:00
0.5434531910620717,2007-01-02,23:20:00
0.2851212896598668,2007-01-02,23:30:00
1.135543269323773,2007-01-02,23:40:00
1.3533527358504345,2007-01-02,23:50:00
1.0791345979200062,2007-01-03,00:00:00
0.5846866276649898,2007-01-03,00:10:00
0.27904313146794,2007-01-03,00:20:00
0.6609382721615337,2007-01-03,00:30:00
2.105580092570176,2007-01-03,00:40:00
1.298887868531007,2007-01-03,00:50:00
0.936828405901916,2007-01-03,01:00:00
1.5272314305218777,2007-01-03,01:10:00
1.978649955727636,2007-01-03,01:20:00
0.6671451976270579,2007-01-03,01:30:00
0.390765885585012,2007-01-03,01:40:00
0.146336866248442,2007-01-03,01:50:00
0.532924542648875,2007-01-03,02:00:00
0.2990928431547628,2007-01-03,02:10:00
0.3683848330499776,2007-01-03,02:20:00
0.286632335177548,2007-01-03,02:30:00
0.402157957461033,2007-01-03,02:40:00
0.3748664281834837,2007-01-03,02:50:00
0.3557051219054183,2007-01-03,03:00:00
0.2057391182353115,2007-01-03,03:10:00
0.4222306994945973,2007-01-03,03:20:00
0.1942497273180427,2007-01-03,03:30:00
0.4075135965862461,2007-01-03,03:40:00
0.1908906058429477,2007-01-03,03:50:00
0.1775685512744246,2007-01-03,04:00:00
0.371512697328193,2007-01-03,04:10:00
0.4756089229023452,2007-01-03,04:20:00
0.2989935515234245,2007-01-03,04:30:00
0.2545068244359956,2007-01-03,04:40:00
0.165630402737428,2007-01-03,04:50:00
0.2297529649348801,2007-01-03,05:00:00
0.2265733552457078,2007-01-03,05:10:00
0.2602082128471178,2007-01-03,05:20:00
1.6955759080892867,2007-01-03,05:30:00
1.6567618539529203,2007-01-03,05:40:00
1.144942960716644,2007-01-03,05:50:00
0.3753552424111041,2007-01-03,06:00:00
0.5124893235120481,2007-01-03,06:10:00
0.4681331993150618,2007-01-03,06:20:00
0.3846553781970858,2007-01-03,06:30:00
0.2299000156069474,2007-01-03,06:40:00
0.242264840598375,2007-01-03,06:50:00
0.2704873664537986,2007-01-03,07:00:00
0.422636293116028,2007-01-03,07:10:00
0.1244832242484009,2007-01-03,07:20:00
0.1503217242836875,2007-01-03,07:30:00
0.1485127186299167,2007-01-03,07:40:00
0.180603419974536,2007-01-03,07:50:00
0.3253105401626417,2007-01-03,08:00:00
0.2888778862512057,2007-01-03,08:10:00
0.2961488440425469,2007-01-03,08:20:00
0.1996766096574345,2007-01-03,08:30:00
0.3232667752880873,2007-01-03,08:40:00
0.3212456843575867,2007-01-03,08:50:00
0.2181174058508449,2007-01-03,09:00:00
0.3249803739348146,2007-01-03,09:10:00
0.2749424487255962,2007-01-03,09:20:00
0.8525094749118934,2007-01-03,09:30:00
0.9466681048236149,2007-01-03,09:40:00
0.4613271922671496,2007-01-03,09:50:00
0.7801544522468123,2007-01-03,10:00:00
0.8736672945942474,2007-01-03,10:10:00
0.8506595472759143,2007-01-03,10:20:00
1.1964240399281003,2007-01-03,10:30:00
1.01038084677172,2007-01-03,10:40:00
0.4958749514569094,2007-01-03,10:50:00
0.9277447832730988,2007-01-03,11:00:00
0.7151544681571536,2007-01-03,11:10:00
0.2242938182907309,2007-01-03,11:20:00
0.3170464697318512,2007-01-03,11:30:00
2.1027361524804378,2007-01-03,11:40:00
1.572343248054535,2007-01-03,11:50:00
1.2647539749180872,2007-01-03,12:00:00
1.557158553518485,2007-01-03,12:10:00
1.282142367477649,2007-01-03,12:20:00
1.384396629054298,2007-01-03,12:30:00
2.0353483099924534,2007-01-03,12:40:00
1.1926941504798425,2007-01-03,12:50:00
1.9667624989069887,2007-01-03,13:00:00
1.8803591589372133,2007-01-03,13:10:00
1.001939234096587,2007-01-03,13:20:00
0.8232964410654893,2007-01-03,13:30:00
0.8482985379449264,2007-01-03,13:40:00
0.740020767030413,2007-01-03,13:50:00
0.8488645479594658,2007-01-03,14:00:00
1.7508500246562082,2007-01-03,14:10:00
0.7813860710935933,2007-01-03,14:20:00
1.1236345647630406,2007-01-03,14:30:00
1.9715872058812205,2007-01-03,14:40:00
0.1988433355796138,2007-01-03,14:50:00
0.347019679403479,2007-01-03,15:00:00
0.2032822414410839,2007-01-03,15:10:00
0.2262483269095261,2007-01-03,15:20:00
0.4236449565389092,2007-01-03,15:30:00
0.2890093687756502,2007-01-03,15:40:00
0.3608976675440878,2007-01-03,15:50:00
0.5681326801497876,2007-01-03,16:00:00
0.6230638847239577,2007-01-03,16:10:00
0.2658917546742442,2007-01-03,16:20:00
0.1801989186454062,2007-01-03,16:30:00
0.3251598354266232,2007-01-03,16:40:00
0.5331885736210438,2007-01-03,16:50:00
0.3845503266361736,2007-01-03,17:00:00
0.2208534778125652,2007-01-03,17:10:00
0.2145164491050246,2007-01-03,17:20:00
0.4875897510034427,2007-01-03,17:30:00
0.2034744567412303,2007-01-03,17:40:00
0.3491047874472698,2007-01-03,17:50:00
0.3368863624570669,2007-01-03,18:00:00
0.353017730402507,2007-01-03,18:10:00
0.3252264776257893,2007-01-03,18:20:00
0.4340718344333,2007-01-03,18:30:00
0.5970926301475733,2007-01-03,18:40:00
0.6367590196325232,2007-01-03,18:50:00
0.3498278256118542,2007-01-03,19:00:00
0.3210027067980734,2007-01-03,19:10:00
0.2082925986617753,2007-01-03,19:20:00
0.5330898732855486,2007-01-03,19:30:00
0.3041069741270838,2007-01-03,19:40:00
0.1256660622641534,2007-01-03,19:50:00
0.3513454941048159,2007-01-03,20:00:00
0.2235063638251584,2007-01-03,20:10:00
0.2834825186062835,2007-01-03,20:20:00
0.3683157396309044,2007-01-03,20:30:00
0.3684542153221392,2007-01-03,20:40:00
0.4250814036968213,2007-01-03,20:50:00
0.4889536756573532,2007-01-03,21:00:00
1.5440693097807046,2007-01-03,21:10:00
2.85238593502624,2007-01-03,21:20:00
0.6563023199329735,2007-01-03,21:30:00
0.9638101708953256,2007-01-03,21:40:00
0.8891859159007528,2007-01-03,21:50:00
0.9221874372202558,2007-01-03,22:00:00
1.0162190965221083,2007-01-03,22:10:00
0.4836065922938287,2007-01-03,22:20:00
0.9804984204367452,2007-01-03,22:30:00
0.4014423072119839,2007-01-03,22:40:00
0.8396231058589884,2007-01-03,22:50:00
1.8190369286533643,2007-01-03,23:00:00
2.617210088682153,2007-01-03,23:10:00
4.409441595044872,2007-01-03,23:20:00
1.1292326400625188,2007-01-03,23:30:00
0.681571182976006,2007-01-03,23:40:00
1.0344387180083272,2007-01-03,23:50:00
0.9504853538188218,2007-01-04,00:00:00
0.8788413524915193,2007-01-04,00:10:00
3.438052660792875,2007-01-04,00:20:00
6.197000718329059,2007-01-04,00:30:00
2.768736372764512,2007-01-04,00:40:00
3.899487174906551,2007-01-04,00:50:00
3.331641031406243,2007-01-04,01:00:00
1.391748980856708,2007-01-04,01:10:00
2.630600037955193,2007-01-04,01:20:00
3.463870217907739,2007-01-04,01:30:00
2.0108228302390767,2007-01-04,01:40:00
2.141779681784552,2007-01-04,01:50:00
3.0903301813241613,2007-01-04,02:00:00
3.560231500364292,2007-01-04,02:10:00
3.4415784638137685,2007-01-04,02:20:00
3.005600888250942,2007-01-04,02:30:00
2.0346747576027866,2007-01-04,02:40:00
1.393399711476421,2007-01-04,02:50:00
2.9910780771020566,2007-01-04,03:00:00
2.542287007865404,2007-01-04,03:10:00
2.184860829859852,2007-01-04,03:20:00
3.3386853102149034,2007-01-04,03:30:00
1.4130885790918215,2007-01-04,03:40:00
2.376344499672317,2007-01-04,03:50:00
1.2180443818359925,2007-01-04,04:00:00
2.3054123279460206,2007-01-04,04:10:00
1.330677435430955,2007-01-04,04:20:00
1.5161038948567762,2007-01-04,04:30:00
1.4808279397714976,2007-01-04,04:40:00
2.67995842453466,2007-01-04,04:50:00
2.8210456066569183,2007-01-04,05:00:00
2.5415831229179364,2007-01-04,05:10:00
3.494592390854156,2007-01-04,05:20:00
2.041947932608325,2007-01-04,05:30:00
1.8589947961428823,2007-01-04,05:40:00
3.177887175655927,2007-01-04,05:50:00
1.712027753937025,2007-01-04,06:00:00
3.365411840713406,2007-01-04,06:10:00
1.215854722913624,2007-01-04,06:20:00
3.327805663666094,2007-01-04,06:30:00
1.2829437120272609,2007-01-04,06:40:00
3.333178900420578,2007-01-04,06:50:00
2.5302001305704707,2007-01-04,07:00:00
3.4308331014821523,2007-01-04,07:10:00
1.349569520257658,2007-01-04,07:20:00
2.3922492255909984,2007-01-04,07:30:00
3.3176851254279254,2007-01-04,07:40:00
2.377679389851426,2007-01-04,07:50:00
2.6382752186839733,2007-01-04,08:00:00
2.8171839112477577,2007-01-04,08:10:00
2.138171985079812,2007-01-04,08:20:00
2.6249552104356995,2007-01-04,08:30:00
2.5784994337531324,2007-01-04,08:40:00
3.752301152094869,2007-01-04,08:50:00
1.408342554041644,2007-01-04,09:00:00
2.908306918041466,2007-01-04,09:10:00
4.763151313707419,2007-01-04,09:20:00
2.8695044499508517,2007-01-04,09:30:00
1.9896773592998545,2007-01-04,09:40:00
2.625590809246802,2007-01-04,09:50:00
1.629390959528454,2007-01-04,10:00:00
1.2909152956417762,2007-01-04,10:10:00
1.7481489065611278,2007-01-04,10:20:00
1.6179558243373962,2007-01-04,10:30:00
2.0784524225299728,2007-01-04,10:40:00
1.1312044191774402,2007-01-04,10:50:00
2.7040400772597497,2007-01-04,11:00:00
2.80596588557749,2007-01-04,11:10:00
6.534773988263691,2007-01-04,11:20:00
2.0597595762921115,2007-01-04,11:30:00
1.6935317732709978,2007-01-04,11:40:00
2.540879568113239,2007-01-04,11:50:00
2.4002653555941595,2007-01-04,12:00:00
3.804746465718366,2007-01-04,12:10:00
8.081790912780729,2007-01-04,12:20:00
5.152605098428666,2007-01-04,12:30:00
5.602026864959994,2007-01-04,12:40:00
3.966428329144733,2007-01-04,12:50:00
3.137604022147056,2007-01-04,13:00:00
1.515101009879521,2007-01-04,13:10:00
2.392656567201202,2007-01-04,13:20:00
8.100758864737422,2007-01-04,13:30:00
2.100182317249041,2007-01-04,13:40:00
1.970717952517712,2007-01-04,13:50:00
3.321796160467808,2007-01-04,14:00:00
2.476945795177664,2007-01-04,14:10:00
2.2874306868863847,2007-01-04,14:20:00
1.014650350121504,2007-01-04,14:30:00
1.5930543215527089,2007-01-04,14:40:00
1.5468443442440738,2007-01-04,14:50:00
2.2577885150432304,2007-01-04,15:00:00
0.552952996331912,2007-01-04,15:10:00
0.6852242968121026,2007-01-04,15:20:00
0.3119191974539804,2007-01-04,15:30:00
1.591785934067537,2007-01-04,15:40:00
1.1508297230328908,2007-01-04,15:50:00
0.7945042092175238,2007-01-04,16:00:00
2.088025235670232,2007-01-04,16:10:00
5.438035979816783,2007-01-04,16:20:00
5.749917559379025,2007-01-04,16:30:00
6.067365737497613,2007-01-04,16:40:00
3.0860823071820827,2007-01-04,16:50:00
6.012462373125259,2007-01-04,17:00:00
3.562792289890068,2007-01-04,17:10:00
2.7964693934835965,2007-01-04,17:20:00
1.6008196339339291,2007-01-04,17:30:00
2.1805482464013544,2007-01-04,17:40:00
1.742771579969641,2007-01-04,17:50:00
3.8008893852543,2007-01-04,18:00:00
2.6614561704888176,2007-01-04,18:10:00
2.250048983394693,2007-01-04,18:20:00
3.163591847895814,2007-01-04,18:30:00
2.940677272404266,2007-01-04,18:40:00
2.0904843811279994,2007-01-04,18:50:00
1.473765336463509,2007-01-04,19:00:00
2.994541087935196,2007-01-04,19:10:00
2.5548504830630985,2007-01-04,19:20:00
3.094278328701075,2007-01-04,19:30:00
5.4252294989135805,2007-01-04,19:40:00
4.245849911000216,2007-01-04,19:50:00
2.114332745936716,2007-01-04,20:00:00
1.9202977284790492,2007-01-04,20:10:00
2.455950027142488,2007-01-04,20:20:00
1.1817555890058151,2007-01-04,20:30:00
0.7227773604337304,2007-01-04,20:40:00
0.6884750445599673,2007-01-04,20:50:00
1.9881374129870129,2007-01-04,21:00:00
0.3383334845087463,2007-01-04,21:10:00
0.4936727049206816,2007-01-04,21:20:00
0.2424078149130296,2007-01-04,21:30:00
0.2481848754788402,2007-01-04,21:40:00
0.1677415610077295,2007-01-04,21:50:00
0.341936198640252,2007-01-04,22:00:00
0.4250678978733069,2007-01-04,22:10:00
0.3336992728672999,2007-01-04,22:20:00
0.3074917744237831,2007-01-04,22:30:00
0.7385874733037118,2007-01-04,22:40:00
0.4275207553797434,2007-01-04,22:50:00
0.466435165013513,2007-01-04,23:00:00
0.4030670460007189,2007-01-04,23:10:00
0.288686775907449,2007-01-04,23:20:00
0.478008934297074,2007-01-04,23:30:00
0.5531196657511785,2007-01-04,23:40:00
1.5625832323029385,2007-01-04,23:50:00
0.7583701196488324,2007-01-05,00:00:00
1.5321551094234451,2007-01-05,00:10:00
1.0952963875598103,2007-01-05,00:20:00
1.6256759685129667,2007-01-05,00:30:00
2.150382365486182,2007-01-05,00:40:00
6.254617663156426,2007-01-05,00:50:00
2.4001505512747587,2007-01-05,01:00:00
1.9774013421459944,2007-01-05,01:10:00
3.053381901529259,2007-01-05,01:20:00
1.779310067542776,2007-01-05,01:30:00
1.3164235680564058,2007-01-05,01:40:00
1.4338457659562802,2007-01-05,01:50:00
1.490980821685752,2007-01-05,02:00:00
1.5684778805905804,2007-01-05,02:10:00
1.4846343492372291,2007-01-05,02:20:00
2.870440857924888,2007-01-05,02:30:00
1.65833236525872,2007-01-05,02:40:00
2.0448234910771013,2007-01-05,02:50:00
3.262897725540443,2007-01-05,03:00:00
2.38036224880246,2007-01-05,03:10:00
2.9282348082107363,2007-01-05,03:20:00
1.6377712062471703,2007-01-05,03:30:00
1.613033413824203,2007-01-05,03:40:00
1.3132290002950109,2007-01-05,03:50:00
4.888577440931378,2007-01-05,04:00:00
1.811001128588336,2007-01-05,04:10:00
1.588266596113248,2007-01-05,04:20:00
1.4611596887850122,2007-01-05,04:30:00
1.5155927972276673,2007-01-05,04:40:00
2.2770456802375603,2007-01-05,04:50:00
1.6768362474953515,2007-01-05,05:00:00
2.1209182390119774,2007-01-05,05:10:00
2.4403108027190124,2007-01-05,05:20:00
2.8474244300814417,2007-01-05,05:30:00
1.3148429969325992,2007-01-05,05:40:00
3.2355318932835164,2007-01-05,05:50:00
2.765611755031706,2007-01-05,06:00:00
1.3554985444408716,2007-01-05,06:10:00
3.3213131130901874,2007-01-05,06:20:00
3.464086912496561,2007-01-05,06:30:00
1.3544421950896413,2007-01-05,06:40:00
1.7852648354422742,2007-01-05,06:50:00
3.100921838228728,2007-01-05,07:00:00
3.0083058538246163,2007-01-05,07:10:00
1.6209457738359014,2007-01-05,07:20:00
1.6102229639743324,2007-01-05,07:30:00
2.014272445859258,2007-01-05,07:40:00
2.349071842665777,2007-01-05,07:50:00
2.706176547103316,2007-01-05,08:00:00
1.991550061893918,2007-01-05,08:10:00
2.2119047776739738,2007-01-05,08:20:00
2.941536472119398,2007-01-05,08:30:00
1.262278893198686,2007-01-05,08:40:00
1.688468503107983,2007-01-05,08:50:00
2.778570551675625,2007-01-05,09:00:00
3.301059377967914,2007-01-05,09:10:00
2.3491150205925764,2007-01-05,09:20:00
2.3119342069943074,2007-01-05,09:30:00
1.4001386581495237,2007-01-05,09:40:00
2.216944938366884,2007-01-05,09:50:00
3.4613330771572373,2007-01-05,10:00:00
2.418968900841949,2007-01-05,10:10:00
2.59696514768511,2007-01-05,10:20:00
3.168750397133897,2007-01-05,10:30:00
1.1920031853065487,2007-01-05,10:40:00
1.8842054475166443,2007-01-05,10:50:00
0.846623128325888,2007-01-05,11:00:00
0.3210689726450308,2007-01-05,11:10:00
0.1375871932638737,2007-01-05,11:20:00
